Food_ID,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type
988,Soup,44,24-03-25,517,Grocery Store,Wadeville,Vegan,Lunch
989,Bread,31,19-03-25,557,Restaurant,East Aaron,Non-Vegetarian,Snacks
990,Pasta,11,25-03-25,720,Restaurant,Francisshire,Vegetarian,Breakfast
991,Vegetables,7,19-03-25,432,Restaurant,Carolchester,Vegetarian,Dinner
992,Salad,25,26-03-25,257,Supermarket,Lake Coryhaven,Vegan,Breakfast
993,Soup,8,28-03-25,470,Restaurant,Port Daniellechester,Vegetarian,Lunch
994,Salad,17,29-03-25,37,Catering Service,New Amanda,Non-Vegetarian,Snacks
995,Rice,37,23-03-25,868,Grocery Store,Rodriguezview,Vegan,Snacks
996,Fish,15,30-03-25,467,Catering Service,Phillipsfort,Vegan,Breakfast
997,Fish,22,18-03-25,35,Grocery Store,Andersonmouth,Vegetarian,Breakfast
998,Fruits,6,22-03-25,444,Restaurant,New Billy,Non-Vegetarian,Dinner
999,Pasta,15,30-03-25,702,Supermarket,Lake Mistyton,Non-Vegetarian,Lunch
1000,Salad,18,19-03-25,155,Supermarket,Charlesview,Non-Vegetarian,Dinner
